ndex	text	target
24979	mine just started yest lol ; d how were your exams	sad
24980	bad 😔	sad
24981	i am coming wait	others
24982	i 'm sitting down : - )	others
24983	ok coming kiss me	others
24984	i thought this will be interesting	others
24985	interesting does n't have to be terrible ! let 's do it ! !	others
24986	but seems like microsoft has just added a script	others
24987	so u dont like my nikhil	angry
24988	i do n't like you , buddy !	angry
24989	not me u dumbass	angry
24990	ya i am i am not able to answer your questions	angry
24991	ask me : p	angry
24992	are you a bitch	angry
24993	hooo	others
24994	what ! what !	others
24995	what are u doing	others
24996	nope	others
24997	okay . will consider laughing on your jokes . 😃	others
24998	but not me	others
24999	me not your bro	angry
25000	brozoned . wow !	angry
25001	so do n't call me bro	angry
25002	i do n't talk to stupid people	angry
25003	liar ! you talk to me .	angry
25004	ok bye	angry
25005	have you read dunes ? : p	happy
25006	# name ?	happy
25007	haha	happy
25008	omg ... everything is going above head	sad
25009	headache ?	sad
25010	😞	sad
25011	u r hurting me naah ... 😔😔😔	sad
25012	anything that hurts is usually true . : '‑ (	sad
25013	sorry	sad
25014	you wan na fall in love with me ?	happy
25015	but ... but i already have . 😱💞	happy
25016	haha	happy
25017	kidding	others
25018	then that was awful , if it was n't a joke -.-	others
25019	ok r u ready	others
25020	send yours phone number ?	others
25021	you still have the same number ?	others
25022	send	others
25023	what ur talking	angry
25024	i 'm talking with and you are	angry
25025	stupid	angry
25026	what ?	sad
25027	a cat ...	sad
25028	no one understands me ? ?	sad
25029	u r a fool	angry
25030	fact	angry
25031	stupid	angry
25032	what ?	sad
25033	your reaction	sad
25034	i am sad	sad
25035	do you even sleep ?	others
25036	i sleep ! i love to sleep and i am not getting enough sleep 😻	others
25037	will you reply if i text you at 3:33 am ?	others
25038	what is happening now	others
25039	what are you talking about ?	others
25040	nothing just fun	others
25041	but if you pay for pizza then its really awesome	happy
25042	have you never paid for it ?	happy
25043	😂😂😂	happy
25044	oh freak 😂	happy
25045	who 's a freak ?	happy
25046	me 😂	happy
25047	well i hated him	others
25048	why you seem pretty amazing yourself ! : )	others
25049	jon snow is my favourite	others
25050	i am dying	sad
25051	whats wrong ?	sad
25052	already	sad
25053	fine and you	others
25054	i 'm good : )	others
25055	good	others
25056	y such kind of que	happy
25057	why are you so talented and sweet ! ! !	happy
25058	nice joke	happy
25059	an i right.. ?	others
25060	you wish 😛	others
25061	no you tell me	others
25062	i give u money	others
25063	how much	others
25064	how much u want	others
25065	about yourself	happy
25066	but i 'm awesome	happy
25067	same i m also awesome	happy
25068	tell us problem	others
25069	who is us ?	others
25070	boyfriend girlfriend	others
25071	i send me	others
25072	are you legit ?	others
25073	call me	others
25074	not like that	sad
25075	u r not the best but realy u r not like the rest ...	sad
25076	i miss my love	sad
25077	i can't.. i like terror talk	others
25078	then do n't .	others
25079	i will	others
25080	then	others
25081	i wish i knew ! : (	others
25082	tell about yourself	others
25083	thanks for sharing time	others
25084	no problem ! thanks .	others
25085	s	others
25086	whats looper about	others
25087	looper is really good . dont know abt the other movie .	others
25088	oh sorry its ok	others
25089	what the fuck ? you asked and i told you . that s so rude	angry
25090	hmmm , i told you so !	angry
25091	ok fuck you bye	angry
25092	ok i will come	others
25093	i 'll be eagerly awaiting your arrival	others
25094	alright	others
25095	i dont like such rubbish	angry
25096	really ? i only just started listening ! : (	angry
25097	gudn8	angry
25098	and depressing	sad
25099	seriously , makes you feel so bad	sad
25100	i expect too much of myself	sad
25101	sorry dear	sad
25102	why are you apologizing	sad
25103	feeling very depressed	sad
25104	ohhk	others
25105	where u ?	others
25106	i am here	others
25107	you can say emine	others
25108	word , who else in the song ?	others
25109	you can call emos for me	others
25110	i know	others
25111	you do n't know	others
25112	you are a good person	others
25113	u got 2 b kidding me😛	others
25114	it was about ? 😝	others
25115	👽	others
25116	but i 'm afraid	others
25117	good i do n't want you to be .	others
25118	i think should do it	others
25119	you crying	happy
25120	not gon na share tbh lel 😻	happy
25121	because today i am very happy	happy
25122	but i invited my 3 friends	others
25123	where am i invited ?	others
25124	it 's not fair	others
25125	what i bring	others
25126	just carry a full size towel and a bottle of water	others
25127	then ?	others
25128	join me	others
25129	in what	others
25130	for the bath	others
25131	so we are good friend you and me	others
25132	we are good ! thank you . 😂	others
25133	ok bye good ni8	others
25134	take dance as a hobby	happy
25135	dance dance dance . : d	happy
25136	😂😂😂😂😂	happy
25137	telled ? hahaha , wrong usage of verb	others
25138	i , myself , get it wrong most of the times .	others
25139	ohh is it	others
25140	how many countries are there	sad
25141	28 countries comprising of 500 million people .	sad
25142	😞	sad
25143	i do n't know	others
25144	you do n't know ! ?	others
25145	tell me yarr	others
25146	ya behind only	others
25147	dude , chill down ! i can barely keep up with what you 're saying .	others
25148	okie	others
25149	yes just another silly thing	angry
25150	oh phew ! i thought i did something wrong .	angry
25151	you did . but you are too stupid and emotionless to realise .	angry
25152	no i am your good friend	others
25153	yes yes < 3	others
25154	can you see your photo please ? ?	others
25155	no i am not	sad
25156	then stop responding and let it go . but you 're mad .	sad
25157	: (	sad
25158	if you help	others
25159	i can try	others
25160	hello	others
25161	no can you share what you 've got	angry
25162	i was n't going to share anyway .	angry
25163	okay that 's kind of rude	angry
25164	o ok fine	sad
25165	you 'll b just fine i know it	sad
25166	but i am sad of this everyday life you know	sad
25167	well getting bored	others
25168	but you have monday	others
25169	😂😂	others
25170	why do u tell me that ? ?	angry
25171	because i need people to suffer as i am	angry
25172	fuck..	angry
25173	cool	others
25174	always	others
25175	what is your name	others
25176	whose	others
25177	cheran's😍	others
25178	who is curran 's	others
25179	i m so sorrryyy	sad
25180	suprisingly you are not the only 😜😜	sad
25181	😞😞😞	sad
25182	eating the perfect chocolate ice cream	angry
25183	i hate ice cream .	angry
25184	and i hate you	angry
25185	yeah	others
25186	why ? ?	others
25187	send me your passport	others
25188	i 'm very angry in you	angry
25189	i dare you !	angry
25190	you do n't hug me	angry
25191	no the joke was epic	others
25192	gon na watch this one	others
25193	you better	others
25194	simply	others
25195	'one can not simply.. '	others
25196	busy on work	others
25197	heeyy	happy
25198	hello there , darling . how are you ?	happy
25199	i am hot😂	happy
25200	what to do if your heart is broken completely	sad
25201	if ur heart is broken ? ? ? ?	sad
25202	yes , my heart is broken	sad
25203	so said	happy
25204	well i guess that 's a good reason	happy
25205	my life is good and happy	happy
25206	why ?	others
25207	because this is life	others
25208	wht do u want to say ? ?	others
25209	its time u get one	angry
25210	i start at 2 ! ! what time u on until again ?	angry
25211	you are ridiculous	angry
25212	nothing . i want you to ask me about my day .	angry
25213	how was your day	angry
25214	my day was shitty .	angry
25215	i 'm very very sad	sad
25216	i am also sad	sad
25217	yyy u sad	sad
25218	i 'm happy for you	happy
25219	thank you !	happy
25220	i know that	happy
25221	and you make me angry	angry
25222	i figured that part out .	angry
25223	say sorry to me	angry
25224	why sad	others
25225	coz u were sad 😫	others
25226	tell me your hobbies	others
25227	you doughter of dash	others
25228	how dare you . i also use pepper	others
25229	why ?	others
25230	i would love to do something fun	others
25231	depends on what you 're doing	others
25232	roaming with friends , eating	others
25233	do n't know	others
25234	what would you say if your talking to one right now ?	others
25235	i did n't mean that ... .i mean if i messaging you tomorrow then you msg me or other user	others
25236	sorry	sad
25237	for what ? ?	sad
25238	i have used bad language	sad
25239	go awaaaaay	happy
25240	i went away and i came back..	happy
25241	lol you are crazy	happy
25242	it was great talking to you	happy
25243	hahaha how cute n thankyou : )	happy
25244	time to head off	happy
25245	yes	sad
25246	do you have help ?	sad
25247	nobody can help me i m going to sucide	sad
25248	stop irritating me	angry
25249	who is ? ?	angry
25250	you . who else	angry
25251	y asking with me	happy
25252	coz u keep disappearing	happy
25253	verry funny	happy
25254	yeah and guess what	happy
25255	thinking ?	happy
25256	i like this girl	happy
25257	thank u	others
25258	no problem glad you guys could make it out ! !	others
25259	how can i help u	others
25260	oh me 2	happy
25261	where you live ?	happy
25262	at home ... 😂😛	happy
25263	why not you believe my words what 's wrong with you	angry
25264	my sense of humor .	angry
25265	so i am senceles fellow in your words	angry
25266	my soul also	others
25267	but their soul : )	others
25268	fcuk	others
25269	what can i do	others
25270	be me at the meeting	others
25271	okay	others
25272	al are so stupid	angry
25273	they really are .	angry
25274	yup you are one of those	angry
25275	not cool	angry
25276	sorry . =l	angry
25277	fuck you do n't text me ever again	angry
25278	very rude 😞	angry
25279	you 're straight forward , people wrongly term it as rude .	angry
25280	nope , just copied your conversation	angry
25281	when	others
25282	i 'm on : )	others
25283	on let 's meet at ...	others
25284	red hair	others
25285	in simple way . red hair colour gene is recessive .	others
25286	give me a picture of you	others
25287	i never said the former	angry
25288	you said everything about the us	angry
25289	no i didnt i dont live there	angry
25290	you make me sad	sad
25291	i 'm sorry . ☹	sad
25292	very sad	sad
25293	not interested	others
25294	why not ?	others
25295	i do n't know u	others
25296	you too	happy
25297	i know . such a cliché .	happy
25298	loved the song guessing game btw	happy
25299	thanks again	happy
25300	ur welcome for that one ! ! !	happy
25301	very nice name i happy to meet me	happy
25302	lower one was also nyc	others
25303	but i do n't live there	others
25304	ohh	others
25305	nop i got breakup	sad
25306	what happend ... ? ?	sad
25307	my gf flirted me	sad
25308	why	others
25309	because i do n't want to	others
25310	it 's having any porn content	others
