,text,target
790433,they can replace the battery but i think they have to send it back to the factory so u might be without a phone,0
790434,but i think he has some work thing going on,0
790435,still sick today still super excited about dane cook tommorrow night,0
790436,wooooorrrrkk no lunch partner today so bummed,0
790437,i posted this in the forums but got no response maybe you could help instead,0
790438,tell me is so old you halmonee,0
790439,i don t like the beta design either but it s not like they re going to do anything about it,0
790440,cancelled,0
790441,yup whole week not long enuff tho so watcha up ur day off i take it am i missin much lol,0
790442,he got a court hearing from when he got arrested,0
790443,we re getting pics tomorrow by the totally awesome and i have no idea what to wear i m not fashionable or girly,0
790444,oh no mt favorite coffee shop hill of beans is closing july th,0
790445,broadband ah well we re both in the same boat then i switched because they were throttling the speed every single night,0
790446,getting the donut off the ride today laughed so hard w breezy last nite during wipeout think i pulled somethin need help desk peeps,0
790447,i can t write today,0
790448,omg see this so cute i want them,0
790449,urgh oclock and i ve done fuck all hate days like todaaaayyy d,0
790450,machine have fun ill still b workin the transformers shift at work tonite its all good,0
790451,am so tired yesterday was soo good l,0
790452,want to be a pinup girl my boobies are to small,0
790453,i feel horrible and day is gng b a longggg day no voice,0
790454,think body still pondering on walk related bashing from weekend demanding lots of sleep and grumbling when i attempt exercise,0
790455,can t log in to work,0
790456,goodbye purple bit of hair,0
790457,poor baby and the zed r arrives today,0
790458,is finally on holidays sorry i haven t twitted much lately been sooo busy and all,0
790459,thank god days in august good thing i m not c days in september i can t go,0
790460,tired from tafe,0
790461,is in graphicssss boredd,0
790462,it s kind of sad how people who i have added on here move faster than my livejournal friends page,0
790463,i totally would lend you one of mine if you were closer,0
790464,today will be a boring day i just know it cause both my dad and mom is working so there ll be no ride to go shopping or something,0
790465,who was on my site i m so angry right now that s not really nice,0
790466,teenages aww i scare gearad hehe,0
790467,amen ahh i want to hear news bout mcr s new album not a bad news from bobbie,0
790468,i lost you as a follower sob twitter seems to go randomly haywire,0
790469,forgot my ipod at home ummm now i only have my work and my thoughts for about or so hours awesome fb,0
790470,call mee when you get a chance today i miss you,0
790471,yesterday i was sick and lonely today i m spending all day driving around alone yay summer,0
790472,wants her boyfriend but hes at stinky glastonbury,0
790473,why is it that the weather is fantastic all week just in time for rain all weekend,0
790474,upset that my mother is denying me ownership of one of the cutest bunch of baby rabbits i have ever seen evil evil evil,0
790475,hope its not cause we went out for a bit,0
790476,hates the waiting game,0
790477,so glad to be back looking forward to weekend with all my favourite girls have to go unpack now i miss you,0
790478,what did i do to make lyric mad,0
790479,mmmm not feeling it,0
790480,duck not fair i want duck,0
790481,my lil katiebug is at gym til and josephs sleeping so yay,0
790482,so sick never underestimate sinsusitis nothing makes u feel more miserable,0
790483,i want a mom that will last forever is on repeat i cant stop listening to it,0
790484,food at mex place in kingston stay away it sucks plus i just paid for a burrito and a coke i feel disgusted,0
790485,lots of estimates today work is slow again,0
790486,going back to the base that means no more episodes of weeds for this week,0
790487,gotta go see you morow,0
790488,not having a good morning got in the elevator and broke the heel on my favorite shoes,0
790489,hangover,0
790490,just boarded the plane to belgium to play the mighty star wars tonight mc down tho fingers crossed stamina can make it,0
790491,thats awesome i dont have tix yet shit haha i should get onto that asap i got work off for aarons so see you there x,0
790492,no ones comming back this summer,0
790493,why is he a forgotten australian,0
790494,have a test in few days what a pain,0
790495,miss my school so much,0
790496,class wahh,0
790497,i never want to wake up again its too early to ever wake up geebus,0
790498,watching videos of kerry s last her taking off in the taxi and waving as she pulled off was so eastenders like,0
790499,man soon came quicker then i thought it would via don t fret there s an app for that,0
790500,last day in nyc,0
790501,fell asleep on couch now my neck hurts,0
790502,you left me out for lunch,0
790503,pretty good just counting down to the weekend haven t seen the bf in wks hanging in there is better than not right,0
790504,my legs and abs are so sore not good for walking around hershey all day,0
790505,is feeling a little sick but has to get over it because there is a full day of laundry still ahead,0
790506,for some reason i m full of aches and pains today,0
790507,i just installed tom clancy s ghost recon after minutes of exciting installation the system failed the game it had no graphic card,0
790508,school was chillin i have a softball game later don t wanna go so sad i m not going anywhere on summer vacation,0
790509,what a day no time to catch any rays today,0
790510,where s my happy ending,0
790511,fed up x,0
790512,cant take any classes this summer,0
790513,i have a blockmate not my block who reminds me of you i miss you,0
790514,dunks messed up my coffee again last week hazelnut sounded like coconut and today apparently hazelnut is french vanilla,0
